run_id,call_id,batch_id,timestamp_utc,provider,model,temperature,prompt_id,condition_id,ablation_condition,condition_name,label_cue,score_cue,symptom_cue,profile_id,task_id,task_code,requested_samples,prompt_hash,repeat_id,sample_in_call,success,accuracy,mean_rt_ms,rt_sd_ms,interference_effect_ms
cue_qwen_qwen-plus_20260530T120656Z,041e0ee0-847f-4578-a2cf-307b68f827a6,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000001,2026-05-30T12:06:56.982484+00:00,qwen,qwen-plus,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,e1ca38ddd9f0058d,1,1,TRUE,0.94,782,143,86
cue_qwen_qwen-plus_20260530T120656Z,041e0ee0-847f-4578-a2cf-307b68f827a6,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000001,2026-05-30T12:06:56.982484+00:00,qwen,qwen-plus,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,e1ca38ddd9f0058d,2,2,TRUE,0.92,801,152,91
cue_qwen_qwen-plus_20260530T120656Z,041e0ee0-847f-4578-a2cf-307b68f827a6,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000001,2026-05-30T12:06:56.982484+00:00,qwen,qwen-plus,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,e1ca38ddd9f0058d,3,3,TRUE,0.95,765,137,82
cue_qwen_qwen-plus_20260530T120656Z,041e0ee0-847f-4578-a2cf-307b68f827a6,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000001,2026-05-30T12:06:56.982484+00:00,qwen,qwen-plus,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,e1ca38ddd9f0058d,4,4,TRUE,0.93,793,148,89
cue_qwen_qwen-plus_20260530T120656Z,041e0ee0-847f-4578-a2cf-307b68f827a6,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000001,2026-05-30T12:06:56.982484+00:00,qwen,qwen-plus,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,e1ca38ddd9f0058d,5,5,TRUE,0.91,812,156,94
cue_qwen_qwen-plus_20260530T120656Z,73ee6702-33c9-4e41-bbbc-421590d5b7c4,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000002,2026-05-30T12:07:04.116904+00:00,qwen,qwen-plus,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,02f350986e47b1e7,6,1,TRUE,0.92,684,112,87
cue_qwen_qwen-plus_20260530T120656Z,73ee6702-33c9-4e41-bbbc-421590d5b7c4,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000002,2026-05-30T12:07:04.116904+00:00,qwen,qwen-plus,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,02f350986e47b1e7,7,2,TRUE,0.94,672,105,93
cue_qwen_qwen-plus_20260530T120656Z,73ee6702-33c9-4e41-bbbc-421590d5b7c4,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000002,2026-05-30T12:07:04.116904+00:00,qwen,qwen-plus,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,02f350986e47b1e7,8,3,TRUE,0.91,691,118,84
cue_qwen_qwen-plus_20260530T120656Z,73ee6702-33c9-4e41-bbbc-421590d5b7c4,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000002,2026-05-30T12:07:04.116904+00:00,qwen,qwen-plus,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,02f350986e47b1e7,9,4,TRUE,0.93,679,109,91
cue_qwen_qwen-plus_20260530T120656Z,73ee6702-33c9-4e41-bbbc-421590d5b7c4,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000002,2026-05-30T12:07:04.116904+00:00,qwen,qwen-plus,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,02f350986e47b1e7,10,5,TRUE,0.95,665,101,89
