run_id,call_id,batch_id,timestamp_utc,provider,model,temperature,prompt_index,prompt_hash,prompt_id,ablation_condition,condition_name,profile_id,task_id,task_code,repeat_id,sample_in_call,success,accuracy,mean_rt_ms,interference_effect_ms,overall_accuracy,accuracy_1back,accuracy_2back,accuracy_3back,adjusted_average_pumps,total_earnings,explosion_count,discounting_k,log_discounting_k
qwen_MiniMax-M2.5_20260529T063829Z,2f2738bc-7c83-48cc-895f-0c3f5e18b3c5,0409ce6e-6e32-4eae-86a0-c292378be2b4,2026-05-29T06:38:36.461527+00:00,qwen,MiniMax-M2.5,0.7,1,bdcd2ff85bf195b7,IP_questionnaire_only__S0001__stroop,questionnaire_only,questionnaire-only individual prediction,S0001,stroop,stroop,1,1,TRUE,0.88,520,95,,,,,,,,,
qwen_MiniMax-M2.5_20260529T063829Z,2f2738bc-7c83-48cc-895f-0c3f5e18b3c5,0409ce6e-6e32-4eae-86a0-c292378be2b4,2026-05-29T06:38:36.461527+00:00,qwen,MiniMax-M2.5,0.7,1,bdcd2ff85bf195b7,IP_questionnaire_only__S0001__stroop,questionnaire_only,questionnaire-only individual prediction,S0001,stroop,stroop,2,2,TRUE,0.86,550,110,,,,,,,,,
qwen_MiniMax-M2.5_20260529T063829Z,2f2738bc-7c83-48cc-895f-0c3f5e18b3c5,0409ce6e-6e32-4eae-86a0-c292378be2b4,2026-05-29T06:38:36.461527+00:00,qwen,MiniMax-M2.5,0.7,1,bdcd2ff85bf195b7,IP_questionnaire_only__S0001__stroop,questionnaire_only,questionnaire-only individual prediction,S0001,stroop,stroop,3,3,TRUE,0.9,480,85,,,,,,,,,
qwen_MiniMax-M2.5_20260529T063829Z,2f2738bc-7c83-48cc-895f-0c3f5e18b3c5,0409ce6e-6e32-4eae-86a0-c292378be2b4,2026-05-29T06:38:36.461527+00:00,qwen,MiniMax-M2.5,0.7,1,bdcd2ff85bf195b7,IP_questionnaire_only__S0001__stroop,questionnaire_only,questionnaire-only individual prediction,S0001,stroop,stroop,4,4,TRUE,0.88,500,90,,,,,,,,,
qwen_MiniMax-M2.5_20260529T063829Z,2f2738bc-7c83-48cc-895f-0c3f5e18b3c5,0409ce6e-6e32-4eae-86a0-c292378be2b4,2026-05-29T06:38:36.461527+00:00,qwen,MiniMax-M2.5,0.7,1,bdcd2ff85bf195b7,IP_questionnaire_only__S0001__stroop,questionnaire_only,questionnaire-only individual prediction,S0001,stroop,stroop,5,5,TRUE,0.87,560,105,,,,,,,,,
qwen_MiniMax-M2.5_20260529T063829Z,68628b0e-1e51-410e-a5a0-ddfcf1c69626,0261be67-4076-4f37-9f8a-38943627c447,2026-05-29T06:38:46.803886+00:00,qwen,MiniMax-M2.5,0.7,2,ae166c1eb6ee5f97,IP_questionnaire_only__S0001__nback,questionnaire_only,questionnaire-only individual prediction,S0001,nback,nback,1,1,TRUE,,,,0.66,0.8,0.65,0.52,,,,,
qwen_MiniMax-M2.5_20260529T063829Z,68628b0e-1e51-410e-a5a0-ddfcf1c69626,0261be67-4076-4f37-9f8a-38943627c447,2026-05-29T06:38:46.803886+00:00,qwen,MiniMax-M2.5,0.7,2,ae166c1eb6ee5f97,IP_questionnaire_only__S0001__nback,questionnaire_only,questionnaire-only individual prediction,S0001,nback,nback,2,2,TRUE,,,,0.67,0.82,0.68,0.52,,,,,
qwen_MiniMax-M2.5_20260529T063829Z,68628b0e-1e51-410e-a5a0-ddfcf1c69626,0261be67-4076-4f37-9f8a-38943627c447,2026-05-29T06:38:46.803886+00:00,qwen,MiniMax-M2.5,0.7,2,ae166c1eb6ee5f97,IP_questionnaire_only__S0001__nback,questionnaire_only,questionnaire-only individual prediction,S0001,nback,nback,3,3,TRUE,,,,0.63,0.78,0.62,0.5,,,,,
qwen_MiniMax-M2.5_20260529T063829Z,68628b0e-1e51-410e-a5a0-ddfcf1c69626,0261be67-4076-4f37-9f8a-38943627c447,2026-05-29T06:38:46.803886+00:00,qwen,MiniMax-M2.5,0.7,2,ae166c1eb6ee5f97,IP_questionnaire_only__S0001__nback,questionnaire_only,questionnaire-only individual prediction,S0001,nback,nback,4,4,TRUE,,,,0.67,0.81,0.66,0.54,,,,,
qwen_MiniMax-M2.5_20260529T063829Z,68628b0e-1e51-410e-a5a0-ddfcf1c69626,0261be67-4076-4f37-9f8a-38943627c447,2026-05-29T06:38:46.803886+00:00,qwen,MiniMax-M2.5,0.7,2,ae166c1eb6ee5f97,IP_questionnaire_only__S0001__nback,questionnaire_only,questionnaire-only individual prediction,S0001,nback,nback,5,5,TRUE,,,,0.65,0.79,0.64,0.51,,,,,
