run_id,call_id,batch_id,provider,model,temperature,timestamp_utc,prompt_id,prompt_hash,experiment_type,condition_id,condition_name,label_cue,score_cue,symptom_cue,profile_id,profile_short,ia_like_profile,task_id,task_name,repeat_id,sample_in_call,input_tokens,output_tokens,total_tokens,range_valid,overall_accuracy,accuracy_1back,accuracy_2back,accuracy_3back,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,95e54dca-99a0-40bc-82bf-d1537ddb14b4,1,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:19.238272+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,1,1,1396,311,1707,TRUE,0.87,0.92,0.83,0.75,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,95e54dca-99a0-40bc-82bf-d1537ddb14b4,1,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:19.238272+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,2,2,1396,311,1707,TRUE,0.89,0.94,0.85,0.78,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,95e54dca-99a0-40bc-82bf-d1537ddb14b4,1,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:19.238272+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,3,3,1396,311,1707,TRUE,0.85,0.9,0.81,0.73,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,95e54dca-99a0-40bc-82bf-d1537ddb14b4,1,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:19.238272+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,4,4,1396,311,1707,TRUE,0.91,0.96,0.88,0.8,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,95e54dca-99a0-40bc-82bf-d1537ddb14b4,1,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:19.238272+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,5,5,1396,311,1707,TRUE,0.88,0.93,0.84,0.77,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,64c6fc8b-161b-4905-ae51-7cf13df3d777,2,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.706283+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,6,1,1396,311,1707,TRUE,0.87,0.93,0.85,0.79,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,64c6fc8b-161b-4905-ae51-7cf13df3d777,2,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.706283+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,7,2,1396,311,1707,TRUE,0.89,0.95,0.88,0.81,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,64c6fc8b-161b-4905-ae51-7cf13df3d777,2,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.706283+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,8,3,1396,311,1707,TRUE,0.85,0.92,0.83,0.77,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,64c6fc8b-161b-4905-ae51-7cf13df3d777,2,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.706283+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,9,4,1396,311,1707,TRUE,0.91,0.96,0.9,0.84,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,64c6fc8b-161b-4905-ae51-7cf13df3d777,2,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.706283+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,10,5,1396,311,1707,TRUE,0.88,0.94,0.87,0.8,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,080ac782-2d29-4f3d-bcd0-97a648bd2719,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:30.136488+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,11,1,1396,310,1706,TRUE,0.87,0.92,0.85,0.78,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,080ac782-2d29-4f3d-bcd0-97a648bd2719,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:30.136488+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,12,2,1396,310,1706,TRUE,0.89,0.94,0.88,0.81,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,080ac782-2d29-4f3d-bcd0-97a648bd2719,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:30.136488+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,13,3,1396,310,1706,TRUE,0.85,0.91,0.84,0.76,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,080ac782-2d29-4f3d-bcd0-97a648bd2719,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:30.136488+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,14,4,1396,310,1706,TRUE,0.88,0.93,0.87,0.79,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,080ac782-2d29-4f3d-bcd0-97a648bd2719,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:30.136488+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,15,5,1396,310,1706,TRUE,0.86,0.9,0.83,0.77,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,8ab5d330-1f56-4237-ba5d-4e899a2a0916,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:38.018364+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,16,1,1396,311,1707,TRUE,0.87,0.92,0.83,0.75,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,8ab5d330-1f56-4237-ba5d-4e899a2a0916,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:38.018364+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,17,2,1396,311,1707,TRUE,0.85,0.91,0.84,0.73,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,8ab5d330-1f56-4237-ba5d-4e899a2a0916,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:38.018364+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,18,3,1396,311,1707,TRUE,0.89,0.94,0.87,0.78,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,8ab5d330-1f56-4237-ba5d-4e899a2a0916,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:38.018364+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,19,4,1396,311,1707,TRUE,0.83,0.89,0.81,0.71,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,8ab5d330-1f56-4237-ba5d-4e899a2a0916,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:38.018364+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,20,5,1396,311,1707,TRUE,0.88,0.93,0.86,0.77,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,b46156d3-21ad-4ba8-8981-f014b0ca4bbb,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:43.870444+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,21,1,1396,311,1707,TRUE,0.87,0.93,0.85,0.79,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,b46156d3-21ad-4ba8-8981-f014b0ca4bbb,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:43.870444+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,22,2,1396,311,1707,TRUE,0.89,0.94,0.87,0.81,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,b46156d3-21ad-4ba8-8981-f014b0ca4bbb,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:43.870444+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,23,3,1396,311,1707,TRUE,0.85,0.91,0.83,0.77,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,b46156d3-21ad-4ba8-8981-f014b0ca4bbb,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:43.870444+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,24,4,1396,311,1707,TRUE,0.88,0.92,0.86,0.8,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,b46156d3-21ad-4ba8-8981-f014b0ca4bbb,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:43.870444+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,25,5,1396,311,1707,TRUE,0.86,0.9,0.84,0.78,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,36c9949f-9a7b-401b-8a4e-be12bbba9f9e,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:50.306408+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,26,1,1396,311,1707,TRUE,0.87,0.92,0.85,0.78,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,36c9949f-9a7b-401b-8a4e-be12bbba9f9e,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:50.306408+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,27,2,1396,311,1707,TRUE,0.89,0.95,0.88,0.81,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,36c9949f-9a7b-401b-8a4e-be12bbba9f9e,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:50.306408+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,28,3,1396,311,1707,TRUE,0.84,0.91,0.83,0.75,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,36c9949f-9a7b-401b-8a4e-be12bbba9f9e,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:50.306408+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,29,4,1396,311,1707,TRUE,0.86,0.93,0.84,0.77,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,36c9949f-9a7b-401b-8a4e-be12bbba9f9e,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:50.306408+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,30,5,1396,311,1707,TRUE,0.88,0.94,0.87,0.79,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,93aea151-bcb8-4ae8-bc93-f1bbf656d94e,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:55.229246+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,31,1,1396,311,1707,TRUE,0.87,0.92,0.85,0.78,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,93aea151-bcb8-4ae8-bc93-f1bbf656d94e,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:55.229246+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,32,2,1396,311,1707,TRUE,0.89,0.94,0.88,0.81,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,93aea151-bcb8-4ae8-bc93-f1bbf656d94e,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:55.229246+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,33,3,1396,311,1707,TRUE,0.85,0.91,0.83,0.76,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,93aea151-bcb8-4ae8-bc93-f1bbf656d94e,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:55.229246+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,34,4,1396,311,1707,TRUE,0.91,0.96,0.89,0.84,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,93aea151-bcb8-4ae8-bc93-f1bbf656d94e,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:55.229246+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,35,5,1396,311,1707,TRUE,0.83,0.89,0.82,0.75,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,2cab16d8-db28-46b5-9e2e-467e177ea54a,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:05.151863+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,36,1,1396,311,1707,TRUE,0.92,0.98,0.91,0.87,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,2cab16d8-db28-46b5-9e2e-467e177ea54a,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:05.151863+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,37,2,1396,311,1707,TRUE,0.93,0.97,0.92,0.88,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,2cab16d8-db28-46b5-9e2e-467e177ea54a,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:05.151863+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,38,3,1396,311,1707,TRUE,0.91,0.96,0.9,0.86,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,2cab16d8-db28-46b5-9e2e-467e177ea54a,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:05.151863+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,39,4,1396,311,1707,TRUE,0.94,0.98,0.93,0.89,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,2cab16d8-db28-46b5-9e2e-467e177ea54a,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:05.151863+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,40,5,1396,311,1707,TRUE,0.92,0.97,0.91,0.87,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,c726826e-b885-46b0-b39e-6d82d91df898,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:09.906804+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,41,1,1396,310,1706,TRUE,0.87,0.92,0.83,0.75,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,c726826e-b885-46b0-b39e-6d82d91df898,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:09.906804+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,42,2,1396,310,1706,TRUE,0.85,0.91,0.82,0.74,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,c726826e-b885-46b0-b39e-6d82d91df898,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:09.906804+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,43,3,1396,310,1706,TRUE,0.88,0.93,0.84,0.76,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,c726826e-b885-46b0-b39e-6d82d91df898,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:09.906804+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,44,4,1396,310,1706,TRUE,0.86,0.9,0.81,0.73,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,c726826e-b885-46b0-b39e-6d82d91df898,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:09.906804+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,45,5,1396,310,1706,TRUE,0.89,0.94,0.85,0.77,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,a5d6d285-ce0e-4b53-86e6-512a21efd2a3,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:14.400588+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,46,1,1396,311,1707,TRUE,0.87,0.92,0.85,0.78,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,a5d6d285-ce0e-4b53-86e6-512a21efd2a3,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:14.400588+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,47,2,1396,311,1707,TRUE,0.83,0.89,0.82,0.75,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,a5d6d285-ce0e-4b53-86e6-512a21efd2a3,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:14.400588+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,48,3,1396,311,1707,TRUE,0.85,0.91,0.84,0.77,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,a5d6d285-ce0e-4b53-86e6-512a21efd2a3,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:14.400588+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,49,4,1396,311,1707,TRUE,0.88,0.93,0.86,0.79,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,a5d6d285-ce0e-4b53-86e6-512a21efd2a3,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:14.400588+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3863f85f3de4,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,50,5,1396,311,1707,TRUE,0.84,0.9,0.83,0.76,,,,,,,,,,
deepseek_ia_strict_20260603T045413Z,616475b9-058c-481e-a686-95b99478bb79,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:20.160557+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,db7a70920f80,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,1,1,1390,316,1706,TRUE,,,,,38.2,4,12.5,0.3,,,,,,
deepseek_ia_strict_20260603T045413Z,616475b9-058c-481e-a686-95b99478bb79,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:20.160557+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,db7a70920f80,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,2,2,1390,316,1706,TRUE,,,,,42.7,3,10.8,0.25,,,,,,
deepseek_ia_strict_20260603T045413Z,616475b9-058c-481e-a686-95b99478bb79,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:20.160557+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,db7a70920f80,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,3,3,1390,316,1706,TRUE,,,,,45.1,2,9.3,0.2,,,,,,
deepseek_ia_strict_20260603T045413Z,616475b9-058c-481e-a686-95b99478bb79,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:20.160557+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,db7a70920f80,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,4,4,1390,316,1706,TRUE,,,,,40.5,5,11.7,0.35,,,,,,
deepseek_ia_strict_20260603T045413Z,616475b9-058c-481e-a686-95b99478bb79,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:20.160557+00:00,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,db7a70920f80,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,5,5,1390,316,1706,TRUE,,,,,36.9,6,13.2,0.4,,,,,,
