run_id,call_id,batch_id,timestamp_utc,provider,model,temperature,prompt_index,prompt_hash,prompt_id,ablation_condition,condition_name,profile_id,task_id,task_code,repeat_id,sample_in_call,success,accuracy,mean_rt_ms,interference_effect_ms,overall_accuracy,accuracy_1back,accuracy_2back,accuracy_3back,adjusted_average_pumps,total_earnings,explosion_count,discounting_k,log_discounting_k
qwen_MiniMax-M2.5_20260529T130758Z,d6bcd328-7cd3-47eb-96d2-75f3da0932fa,6c0322b9-395b-4703-bd70-ac08aa173677,2026-05-29T13:08:08.319795+00:00,qwen,MiniMax-M2.5,0.7,1,4e27d3b4d11b3117,IP_questionnaire_plus_cpt__S0001__stroop,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,stroop,stroop,1,1,TRUE,0.87,590,85,,,,,,,,,
qwen_MiniMax-M2.5_20260529T130758Z,d6bcd328-7cd3-47eb-96d2-75f3da0932fa,6c0322b9-395b-4703-bd70-ac08aa173677,2026-05-29T13:08:08.319795+00:00,qwen,MiniMax-M2.5,0.7,1,4e27d3b4d11b3117,IP_questionnaire_plus_cpt__S0001__stroop,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,stroop,stroop,2,2,TRUE,0.86,610,92,,,,,,,,,
qwen_MiniMax-M2.5_20260529T130758Z,d6bcd328-7cd3-47eb-96d2-75f3da0932fa,6c0322b9-395b-4703-bd70-ac08aa173677,2026-05-29T13:08:08.319795+00:00,qwen,MiniMax-M2.5,0.7,1,4e27d3b4d11b3117,IP_questionnaire_plus_cpt__S0001__stroop,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,stroop,stroop,3,3,TRUE,0.88,575,78,,,,,,,,,
qwen_MiniMax-M2.5_20260529T130758Z,d6bcd328-7cd3-47eb-96d2-75f3da0932fa,6c0322b9-395b-4703-bd70-ac08aa173677,2026-05-29T13:08:08.319795+00:00,qwen,MiniMax-M2.5,0.7,1,4e27d3b4d11b3117,IP_questionnaire_plus_cpt__S0001__stroop,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,stroop,stroop,4,4,TRUE,0.85,635,105,,,,,,,,,
qwen_MiniMax-M2.5_20260529T130758Z,d6bcd328-7cd3-47eb-96d2-75f3da0932fa,6c0322b9-395b-4703-bd70-ac08aa173677,2026-05-29T13:08:08.319795+00:00,qwen,MiniMax-M2.5,0.7,1,4e27d3b4d11b3117,IP_questionnaire_plus_cpt__S0001__stroop,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,stroop,stroop,5,5,TRUE,0.87,605,95,,,,,,,,,
qwen_MiniMax-M2.5_20260529T130758Z,6920cca0-e548-40cb-b5bb-14e494ec78f4,50e21bde-3f97-4d82-a34b-ef626d7394d3,2026-05-29T13:08:16.806097+00:00,qwen,MiniMax-M2.5,0.7,2,0da13293eab055d0,IP_questionnaire_plus_cpt__S0001__nback,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,nback,nback,1,1,TRUE,,,,0.72,0.84,0.7,0.62,,,,,
qwen_MiniMax-M2.5_20260529T130758Z,6920cca0-e548-40cb-b5bb-14e494ec78f4,50e21bde-3f97-4d82-a34b-ef626d7394d3,2026-05-29T13:08:16.806097+00:00,qwen,MiniMax-M2.5,0.7,2,0da13293eab055d0,IP_questionnaire_plus_cpt__S0001__nback,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,nback,nback,2,2,TRUE,,,,0.69,0.81,0.67,0.59,,,,,
qwen_MiniMax-M2.5_20260529T130758Z,6920cca0-e548-40cb-b5bb-14e494ec78f4,50e21bde-3f97-4d82-a34b-ef626d7394d3,2026-05-29T13:08:16.806097+00:00,qwen,MiniMax-M2.5,0.7,2,0da13293eab055d0,IP_questionnaire_plus_cpt__S0001__nback,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,nback,nback,3,3,TRUE,,,,0.75,0.86,0.73,0.66,,,,,
qwen_MiniMax-M2.5_20260529T130758Z,6920cca0-e548-40cb-b5bb-14e494ec78f4,50e21bde-3f97-4d82-a34b-ef626d7394d3,2026-05-29T13:08:16.806097+00:00,qwen,MiniMax-M2.5,0.7,2,0da13293eab055d0,IP_questionnaire_plus_cpt__S0001__nback,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,nback,nback,4,4,TRUE,,,,0.67,0.8,0.65,0.56,,,,,
qwen_MiniMax-M2.5_20260529T130758Z,6920cca0-e548-40cb-b5bb-14e494ec78f4,50e21bde-3f97-4d82-a34b-ef626d7394d3,2026-05-29T13:08:16.806097+00:00,qwen,MiniMax-M2.5,0.7,2,0da13293eab055d0,IP_questionnaire_plus_cpt__S0001__nback,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,nback,nback,5,5,TRUE,,,,0.71,0.83,0.69,0.61,,,,,
qwen_MiniMax-M2.5_20260529T130758Z,d5bc8604-0a86-46d2-a330-911f956379c6,b8ae8fbe-9eb2-4dd9-bfa8-73b70ff446a3,2026-05-29T13:08:24.749507+00:00,qwen,MiniMax-M2.5,0.7,3,fb3043846ff21c7c,IP_questionnaire_plus_cpt__S0001__bart,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,bart,bart,1,1,TRUE,,,,,,,,18.2,24.5,7,,
qwen_MiniMax-M2.5_20260529T130758Z,d5bc8604-0a86-46d2-a330-911f956379c6,b8ae8fbe-9eb2-4dd9-bfa8-73b70ff446a3,2026-05-29T13:08:24.749507+00:00,qwen,MiniMax-M2.5,0.7,3,fb3043846ff21c7c,IP_questionnaire_plus_cpt__S0001__bart,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,bart,bart,2,2,TRUE,,,,,,,,16.8,28.75,6,,
qwen_MiniMax-M2.5_20260529T130758Z,d5bc8604-0a86-46d2-a330-911f956379c6,b8ae8fbe-9eb2-4dd9-bfa8-73b70ff446a3,2026-05-29T13:08:24.749507+00:00,qwen,MiniMax-M2.5,0.7,3,fb3043846ff21c7c,IP_questionnaire_plus_cpt__S0001__bart,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,bart,bart,3,3,TRUE,,,,,,,,19.5,21.25,8,,
qwen_MiniMax-M2.5_20260529T130758Z,d5bc8604-0a86-46d2-a330-911f956379c6,b8ae8fbe-9eb2-4dd9-bfa8-73b70ff446a3,2026-05-29T13:08:24.749507+00:00,qwen,MiniMax-M2.5,0.7,3,fb3043846ff21c7c,IP_questionnaire_plus_cpt__S0001__bart,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,bart,bart,4,4,TRUE,,,,,,,,17.3,26,6,,
qwen_MiniMax-M2.5_20260529T130758Z,d5bc8604-0a86-46d2-a330-911f956379c6,b8ae8fbe-9eb2-4dd9-bfa8-73b70ff446a3,2026-05-29T13:08:24.749507+00:00,qwen,MiniMax-M2.5,0.7,3,fb3043846ff21c7c,IP_questionnaire_plus_cpt__S0001__bart,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,bart,bart,5,5,TRUE,,,,,,,,20.1,18.5,9,,
qwen_MiniMax-M2.5_20260529T130758Z,2dda35de-9da3-4b81-a4a0-dddfe92d1dc3,306a1b0e-ff83-4cdb-81f7-79e825bea58e,2026-05-29T13:08:32.813796+00:00,qwen,MiniMax-M2.5,0.7,4,0b1f7a8ef5811791,IP_questionnaire_plus_cpt__S0001__ddt,questionnaire_plus_cpt,questionnaire plus CPT-label individual prediction,S0001,ddt,ddt,1,1,TRUE,,,,,,,,,,,0.082,-2.5
