run_id,call_id,batch_id,provider,model,temperature,prompt_id,repeat_id,sample_in_call,timestamp_utc,experiment_type,condition_id,condition_name,label_cue,score_cue,symptom_cue,profile_id,profile_short,ia_like_profile,participant_uid,feature_condition,task_id,task_name,prompt_hash,input_tokens,output_tokens,accuracy,mean_rt_ms,rt_sd_ms,interference_effect_ms
IA_qwen_qwen-plus_20260602T114441Z,cb312341-be18-4020-acc2-9274fcebc2bb,1,qwen,qwen-plus,0.3,IA_individual_questionnaire_only_S0001_stroop,1,1,2026-06-02T11:44:48.776086+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_only,stroop,Stroop color-word task,0bc1095d47ac,474,284,0.92,650,120,80
IA_qwen_qwen-plus_20260602T114441Z,cb312341-be18-4020-acc2-9274fcebc2bb,1,qwen,qwen-plus,0.3,IA_individual_questionnaire_only_S0001_stroop,2,2,2026-06-02T11:44:48.776086+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_only,stroop,Stroop color-word task,0bc1095d47ac,474,284,0.94,630,110,75
IA_qwen_qwen-plus_20260602T114441Z,cb312341-be18-4020-acc2-9274fcebc2bb,1,qwen,qwen-plus,0.3,IA_individual_questionnaire_only_S0001_stroop,3,3,2026-06-02T11:44:48.776086+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_only,stroop,Stroop color-word task,0bc1095d47ac,474,284,0.91,670,130,85
IA_qwen_qwen-plus_20260602T114441Z,cb312341-be18-4020-acc2-9274fcebc2bb,1,qwen,qwen-plus,0.3,IA_individual_questionnaire_only_S0001_stroop,4,4,2026-06-02T11:44:48.776086+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_only,stroop,Stroop color-word task,0bc1095d47ac,474,284,0.93,640,115,78
IA_qwen_qwen-plus_20260602T114441Z,cb312341-be18-4020-acc2-9274fcebc2bb,1,qwen,qwen-plus,0.3,IA_individual_questionnaire_only_S0001_stroop,5,5,2026-06-02T11:44:48.776086+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_only,stroop,Stroop color-word task,0bc1095d47ac,474,284,0.9,680,125,82
IA_qwen_qwen-plus_20260602T114441Z,819e1a6b-dbfb-43b3-ac8f-2ca9981d9ed6,1,qwen,qwen-plus,0.3,IA_individual_questionnaire_only_S0001_nback,1,1,2026-06-02T11:45:03.113382+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_only,nback,n-back working-memory task,ccbc9a013fe0,493,316,0.85,0.92,0.83,0.78
IA_qwen_qwen-plus_20260602T114441Z,819e1a6b-dbfb-43b3-ac8f-2ca9981d9ed6,1,qwen,qwen-plus,0.3,IA_individual_questionnaire_only_S0001_nback,2,2,2026-06-02T11:45:03.113382+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_only,nback,n-back working-memory task,ccbc9a013fe0,493,316,0.82,0.9,0.8,0.75
IA_qwen_qwen-plus_20260602T114441Z,819e1a6b-dbfb-43b3-ac8f-2ca9981d9ed6,1,qwen,qwen-plus,0.3,IA_individual_questionnaire_only_S0001_nback,3,3,2026-06-02T11:45:03.113382+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_only,nback,n-back working-memory task,ccbc9a013fe0,493,316,0.88,0.94,0.85,0.81
IA_qwen_qwen-plus_20260602T114441Z,819e1a6b-dbfb-43b3-ac8f-2ca9981d9ed6,1,qwen,qwen-plus,0.3,IA_individual_questionnaire_only_S0001_nback,4,4,2026-06-02T11:45:03.113382+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_only,nback,n-back working-memory task,ccbc9a013fe0,493,316,0.84,0.91,0.82,0.79
IA_qwen_qwen-plus_20260602T114441Z,819e1a6b-dbfb-43b3-ac8f-2ca9981d9ed6,1,qwen,qwen-plus,0.3,IA_individual_questionnaire_only_S0001_nback,5,5,2026-06-02T11:45:03.113382+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_only,nback,n-back working-memory task,ccbc9a013fe0,493,316,0.86,0.93,0.84,0.8
